sample_name,file_name,genome,species_name,species_id,assay,cell_line,target,data_source,file_acc,provided_format_type,description,size,id
encode_12010,ENCFF963UJV.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,RBAK,ENCODE,ENCFF963UJV,narrowPeak,RBAK TF ChIP-seq on human HEK293,53017,a1462dc052297140b7fcdf41be8fb78c
encode_12011,ENCFF357ZHI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,RBAK,ENCODE,ENCFF357ZHI,narrowPeak,RBAK TF ChIP-seq on human HEK293,74167,fdd42237f743a8d98369a713788988a8
encode_12012,ENCFF611EHT.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ZBTB40,ENCODE,ENCFF611EHT,narrowPeak,ZBTB40 TF ChIP-seq on human HepG2,6585949,22f7c51c6fbe85669d0cde44151f8e9d
encode_12013,ENCFF931AZO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ZBTB40,ENCODE,ENCFF931AZO,narrowPeak,ZBTB40 TF ChIP-seq on human HepG2,6068367,1f5eb361e4816d5d55628102140bebe0
encode_12014,ENCFF111GKS.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ZBTB40,ENCODE,ENCFF111GKS,narrowPeak,ZBTB40 TF ChIP-seq on human HepG2,7187517,31c4981894fcb21abf70cdceb6cdccb7
encode_12015,ENCFF624WDI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ZBTB40,ENCODE,ENCFF624WDI,narrowPeak,ZBTB40 TF ChIP-seq on human HepG2,124452,3591f37f04dbe4feb441c55bf807224d
encode_12016,ENCFF916LHV.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ZBTB40,ENCODE,ENCFF916LHV,narrowPeak,ZBTB40 TF ChIP-seq on human HepG2,99844,7484e9005e3ad037b8f9fa698148268b
encode_12017,ENCFF823TIB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,DNMT1,ENCODE,ENCFF823TIB,narrowPeak,DNMT1 TF ChIP-seq on human K562,6544776,3dcfab8f1d5f11b5a3c534371c14cf8d
encode_12018,ENCFF997WEM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,DNMT1,ENCODE,ENCFF997WEM,narrowPeak,DNMT1 TF ChIP-seq on human K562,6752341,dac4e8a8f05e95371e9c568d1d9bbef0
encode_12019,ENCFF129ADK.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,DNMT1,ENCODE,ENCFF129ADK,narrowPeak,DNMT1 TF ChIP-seq on human K562,7216775,a34a09d405cb8a9ab145297b5ca66ae2
encode_12020,ENCFF505HOV.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,DNMT1,ENCODE,ENCFF505HOV,narrowPeak,DNMT1 TF ChIP-seq on human K562,22760,3394601b7563af12d18a14dee5c06be3
encode_12021,ENCFF549TVW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,DNMT1,ENCODE,ENCFF549TVW,narrowPeak,DNMT1 TF ChIP-seq on human K562,69618,848beb26339522b1ac9471c5395e8e53
encode_12022,ENCFF027MEO.bed.gz,hg38,Homo sapiens,9606,eCLIP,HepG2,CDC40,ENCODE,ENCFF027MEO,narrowPeak,CDC40 eCLIP on human HepG2,25096,c372580cc9eb9550b8adefcec450d93a
encode_12023,ENCFF684OXK.bed.gz,hg38,Homo sapiens,9606,eCLIP,HepG2,CDC40,ENCODE,ENCFF684OXK,narrowPeak,CDC40 eCLIP on human HepG2,3308871,dec02e1a7354169d496cc64a125900ed
encode_12024,ENCFF134NUB.bed.gz,hg38,Homo sapiens,9606,eCLIP,HepG2,CDC40,ENCODE,ENCFF134NUB,narrowPeak,CDC40 eCLIP on human HepG2,1197689,87b11c3188053da587fedecc69bf183d
encode_12025,ENCFF304NFW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RARA,ENCODE,ENCFF304NFW,narrowPeak,RARA TF ChIP-seq on human HepG2,5831018,0ba1147a86e28a08c912912c31a9742f
encode_12026,ENCFF963REE.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RARA,ENCODE,ENCFF963REE,narrowPeak,RARA TF ChIP-seq on human HepG2,6505545,7d7d7307495690074990ac07be42a886
encode_12027,ENCFF223LFM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RARA,ENCODE,ENCFF223LFM,narrowPeak,RARA TF ChIP-seq on human HepG2,5786177,3ed5c0f781d26055ff959d07ccf62a49
encode_12028,ENCFF458WPZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,RARA,ENCODE,ENCFF458WPZ,narrowPeak,RARA TF ChIP-seq on human HepG2,740552,4cb6aaa22ea9a29674ac72f5b248fb87
encode_12029,ENCFF489VAN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,esophagus muscularis mucosa,CTCF,ENCODE,ENCFF489VAN,narrowPeak,CTCF TF ChIP-seq on human esophagus muscularis mucosa,6116817,ed4b9a31676cf851f3dd3162431a91b4
encode_12030,ENCFF373DVN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,esophagus muscularis mucosa,CTCF,ENCODE,ENCFF373DVN,narrowPeak,CTCF TF ChIP-seq on human esophagus muscularis mucosa,481041,ffeae11d97834803e0ae1c387b335124
encode_12031,ENCFF390NIL.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,GM23338,H3K9me2,ENCODE,ENCFF390NIL,narrowPeak,H3K9me2 Histone ChIP-seq on human GM23338,4869636,e34c5251ec6b5bd3d2fc2eebb1e50343
encode_12032,ENCFF827QVH.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,GM23338,H3K9me2,ENCODE,ENCFF827QVH,narrowPeak,H3K9me2 Histone ChIP-seq on human GM23338,6213739,80d22d5c3bb11c75a69a753c69c34719
encode_12033,ENCFF069OCN.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,GM23338,H3K9me2,ENCODE,ENCFF069OCN,narrowPeak,H3K9me2 Histone ChIP-seq on human GM23338,2378709,60f386a32af0d454f4cfa43cd57cd3b1
encode_12034,ENCFF382HES.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,GM23338,H3K9me2,ENCODE,ENCFF382HES,narrowPeak,H3K9me2 Histone ChIP-seq on human GM23338,4670711,f092f84c60b9f6fcaafd0cdaaa19c9c1
encode_12035,ENCFF071HQX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,KLF16,ENCODE,ENCFF071HQX,narrowPeak,KLF16 TF ChIP-seq on human HepG2,6690019,dc88ad7bcd134cbbfe7bc5e91dab15ed
encode_12036,ENCFF496SIC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,KLF16,ENCODE,ENCFF496SIC,narrowPeak,KLF16 TF ChIP-seq on human HepG2,6844729,0fd725023364bf35c9cc26a4cef227d3
encode_12037,ENCFF583QBZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,KLF16,ENCODE,ENCFF583QBZ,narrowPeak,KLF16 TF ChIP-seq on human HepG2,7158002,7cd6786a31698aa10ca6be2e399389b3
encode_12038,ENCFF418KCB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,KLF16,ENCODE,ENCFF418KCB,narrowPeak,KLF16 TF ChIP-seq on human HepG2,508977,bed3f3a48dd7961dfedc2bb1c7cbc960
encode_12039,ENCFF344PJS.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,KLF16,ENCODE,ENCFF344PJS,narrowPeak,KLF16 TF ChIP-seq on human HepG2,537587,0bee8196e23be331c65660333c3b4adf
encode_12040,ENCFF433HXG.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,tibial nerve,H3K36me3,ENCODE,ENCFF433HXG,narrowPeak,H3K36me3 Histone ChIP-seq on human tibial nerve,3806134,b5a5eb928ee9c373900e32543a45ca77
encode_12041,ENCFF426CTM.bed.gz,hg38,Homo sapiens,9606,Histone ChIP-seq,tibial nerve,H3K36me3,ENCODE,ENCFF426CTM,narrowPeak,H3K36me3 Histone ChIP-seq on human tibial nerve,2828246,7b2988c551cfb672772c3477ebcc87bf
encode_12042,ENCFF992AAW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,GLI4,ENCODE,ENCFF992AAW,narrowPeak,GLI4 TF ChIP-seq on human HEK293,6775170,8d8f782a45d09f1f22201eb2e2eef853
encode_12043,ENCFF310HTQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,GLI4,ENCODE,ENCFF310HTQ,narrowPeak,GLI4 TF ChIP-seq on human HEK293,6642005,b59077426a4ff8347e738b10563e9f20
encode_12044,ENCFF158SUB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,GLI4,ENCODE,ENCFF158SUB,narrowPeak,GLI4 TF ChIP-seq on human HEK293,7132846,54e2a79fb9f598044366f946de0f9db8
encode_12045,ENCFF098AMT.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,GLI4,ENCODE,ENCFF098AMT,narrowPeak,GLI4 TF ChIP-seq on human HEK293,94868,9655b50846c58370262e6983287ba360
encode_12046,ENCFF322YKQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,GLI4,ENCODE,ENCFF322YKQ,narrowPeak,GLI4 TF ChIP-seq on human HEK293,124957,ff8a256360154fcf7dc46472f4c7b2ab
encode_12047,ENCFF289CRL.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,PPP1R10,ENCODE,ENCFF289CRL,narrowPeak,PPP1R10 TF ChIP-seq on human MCF-7,6770047,37c69b49f2b384dd3f7196760d887741
encode_12048,ENCFF941IXP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,PPP1R10,ENCODE,ENCFF941IXP,narrowPeak,PPP1R10 TF ChIP-seq on human MCF-7,6878711,11fc7397bd57a63f1db8b2f02868d542
encode_12049,ENCFF388KOD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,PPP1R10,ENCODE,ENCFF388KOD,narrowPeak,PPP1R10 TF ChIP-seq on human MCF-7,7338312,fe4215e3b4806a8ba4587b403d470143
encode_12050,ENCFF396NHC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,PPP1R10,ENCODE,ENCFF396NHC,narrowPeak,PPP1R10 TF ChIP-seq on human MCF-7,18915,bc1206ef7a6697e6c4de68197d98024e
encode_12051,ENCFF508JRB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,PPP1R10,ENCODE,ENCFF508JRB,narrowPeak,PPP1R10 TF ChIP-seq on human MCF-7,31507,1ade4d282531cb66d642c18e262e7658
encode_12052,ENCFF984ESZ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,HNRNPL,ENCODE,ENCFF984ESZ,narrowPeak,HNRNPL TF ChIP-seq on human K562,143082,d2b192e1423a02723f9a800aaaf1c87b
encode_12053,ENCFF828TKC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,HNRNPL,ENCODE,ENCFF828TKC,narrowPeak,HNRNPL TF ChIP-seq on human K562,5292964,e047a21d37521776be21e29d7771d848
encode_12054,ENCFF384TDQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,HNRNPL,ENCODE,ENCFF384TDQ,narrowPeak,HNRNPL TF ChIP-seq on human K562,5488590,926d0ca60083e02d26d598da671760ad
encode_12055,ENCFF738KOC.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,HNRNPL,ENCODE,ENCFF738KOC,narrowPeak,HNRNPL TF ChIP-seq on human K562,6685151,0a70cf7ae66399eeda9d3fe98cf87790
encode_12056,ENCFF682JRN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,HNRNPL,ENCODE,ENCFF682JRN,narrowPeak,HNRNPL TF ChIP-seq on human K562,129344,4b80532f22aa97c77e3af2c726fd7d7c
encode_12057,ENCFF274GZP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,FUS,ENCODE,ENCFF274GZP,narrowPeak,FUS TF ChIP-seq on human K562,4987638,3f0a7f2e042165dd79be236f720110cf
encode_12058,ENCFF442XTQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,FUS,ENCODE,ENCFF442XTQ,narrowPeak,FUS TF ChIP-seq on human K562,6261999,8d0eeccee35520843f6f06869af6870d
encode_12059,ENCFF262DPM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,FUS,ENCODE,ENCFF262DPM,narrowPeak,FUS TF ChIP-seq on human K562,5107532,df46d8e41f773ae34bf169c1708cc65e
encode_12060,ENCFF500ARI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,FUS,ENCODE,ENCFF500ARI,narrowPeak,FUS TF ChIP-seq on human K562,46852,4073f0677760c6a5ec55f2089f5b1988
encode_12061,ENCFF688ARM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,FUS,ENCODE,ENCFF688ARM,narrowPeak,FUS TF ChIP-seq on human K562,51122,aa3f2c21aaef8feef9fdfa8e0e6df8b6
encode_12062,ENCFF093XEF.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,SK-N-SH,EZH2phosphoT487,ENCODE,ENCFF093XEF,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human SK-N-SH,6618039,f1434b80ea5f221877fc1c4987222392
encode_12063,ENCFF280JJA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,SK-N-SH,EZH2phosphoT487,ENCODE,ENCFF280JJA,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human SK-N-SH,26030,6c3be49370d010cd886c70ce00896b94
encode_12064,ENCFF090MFL.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,SK-N-SH,EZH2phosphoT487,ENCODE,ENCFF090MFL,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human SK-N-SH,6898090,8c81fdc5d83b72fed907d16a9c56f08d
encode_12065,ENCFF948DTB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,SK-N-SH,EZH2phosphoT487,ENCODE,ENCFF948DTB,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human SK-N-SH,4977524,211ecac76786b6642f256b0abc84d975
encode_12066,ENCFF643ZSI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,SK-N-SH,EZH2phosphoT487,ENCODE,ENCFF643ZSI,narrowPeak,EZH2phosphoT487 TF ChIP-seq on human SK-N-SH,34275,5ccee135a901ca6fc58cec0165fb0e87
encode_12067,ENCFF333QUP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,ETS2,ENCODE,ENCFF333QUP,narrowPeak,ETS2 TF ChIP-seq on human K562,6277205,d60890eddf88067ee1126460b1809a4c
encode_12068,ENCFF687OMH.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,ETS2,ENCODE,ENCFF687OMH,narrowPeak,ETS2 TF ChIP-seq on human K562,33536,f0b06f88908ef38b5d487dbbbfac76be
encode_12069,ENCFF515APP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,ETS2,ENCODE,ENCFF515APP,narrowPeak,ETS2 TF ChIP-seq on human K562,5958060,95431f85ee3dbad893cf34be7ba2f13e
encode_12070,ENCFF834LHN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,ETS2,ENCODE,ENCFF834LHN,narrowPeak,ETS2 TF ChIP-seq on human K562,6886626,de2e44a14026f0159b2ccb6577e662cc
encode_12071,ENCFF149PSG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,K562,ETS2,ENCODE,ENCFF149PSG,narrowPeak,ETS2 TF ChIP-seq on human K562,19600,d10d1bba348a32a8918cb42d4aa2cac8
encode_12072,ENCFF032QRF.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,E4F1,ENCODE,ENCFF032QRF,narrowPeak,E4F1 TF ChIP-seq on human GM12878,6105812,b3b245dadb8c297e65fbd5ab8f88e0c2
encode_12073,ENCFF498UTH.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,E4F1,ENCODE,ENCFF498UTH,narrowPeak,E4F1 TF ChIP-seq on human GM12878,7078020,ef9d440548ca806d95336a6608d5f67a
encode_12074,ENCFF344ITO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,E4F1,ENCODE,ENCFF344ITO,narrowPeak,E4F1 TF ChIP-seq on human GM12878,6027699,1454493298335df78422e5b59012ecaf
encode_12075,ENCFF394KMU.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,E4F1,ENCODE,ENCFF394KMU,narrowPeak,E4F1 TF ChIP-seq on human GM12878,83353,24313edb152fb2b9947694f92674ca97
encode_12076,ENCFF035GFS.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,E4F1,ENCODE,ENCFF035GFS,narrowPeak,E4F1 TF ChIP-seq on human GM12878,112660,7f98eae332044bdb1ca0ea7e88d3043a
encode_12077,ENCFF313EWR.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,PRDM4,ENCODE,ENCFF313EWR,narrowPeak,PRDM4 TF ChIP-seq on human HEK293,6884717,b751ad35807106e0ed07aa0e312a5fd4
encode_12078,ENCFF032GVQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,PRDM4,ENCODE,ENCFF032GVQ,narrowPeak,PRDM4 TF ChIP-seq on human HEK293,6741615,9447c622974feae61dac0553f114e1e5
encode_12079,ENCFF921NKG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,PRDM4,ENCODE,ENCFF921NKG,narrowPeak,PRDM4 TF ChIP-seq on human HEK293,322695,f73c41c924ad690607316cadd526785b
encode_12080,ENCFF544AVU.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,PRDM4,ENCODE,ENCFF544AVU,narrowPeak,PRDM4 TF ChIP-seq on human HEK293,7206966,d879e1a660d704ca5f1ea43882503f14
encode_12081,ENCFF756AYX.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,PRDM4,ENCODE,ENCFF756AYX,narrowPeak,PRDM4 TF ChIP-seq on human HEK293,398117,aaeec0338faed37312c2810eab128454
encode_12082,ENCFF898KZT.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ERF,ENCODE,ENCFF898KZT,narrowPeak,ERF TF ChIP-seq on human HepG2,7139185,e8f952edcdf3171dd5e6141c0d249a02
encode_12083,ENCFF391EBJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ERF,ENCODE,ENCFF391EBJ,narrowPeak,ERF TF ChIP-seq on human HepG2,6954915,9a6ba50fbd9c4d1c417534211dbbe15f
encode_12084,ENCFF290BDN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ERF,ENCODE,ENCFF290BDN,narrowPeak,ERF TF ChIP-seq on human HepG2,6601254,d3bdff5808caa281a10c1aea0664aa9f
encode_12085,ENCFF221DHS.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ERF,ENCODE,ENCFF221DHS,narrowPeak,ERF TF ChIP-seq on human HepG2,512146,17d2e482833cf879b143132b1e8cad1f
encode_12086,ENCFF554LPO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HepG2,ERF,ENCODE,ENCFF554LPO,narrowPeak,ERF TF ChIP-seq on human HepG2,566202,b29551286f8f33b2812b17ce75ec6107
encode_12087,ENCFF031HMZ.bed.gz,hg38,Homo sapiens,9606,CAGE,keratinocyte,,ENCODE,ENCFF031HMZ,tss_peak,CAGE on human keratinocyte,825017,916306febf88061c2e71e32acf2a720f
encode_12088,ENCFF652AUG.bed.gz,hg38,Homo sapiens,9606,CAGE,keratinocyte,,ENCODE,ENCFF652AUG,tss_peak,CAGE on human keratinocyte,790451,f1f8254ac05273940ed1d8c0cef1d480
encode_12089,ENCFF260MFS.bed.gz,hg38,Homo sapiens,9606,CAGE,keratinocyte,,ENCODE,ENCFF260MFS,idr_peak,CAGE on human keratinocyte,251697,8c29ec073bf97d8b375f59b5c4244f67
encode_12090,ENCFF906OCJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,E2F8,ENCODE,ENCFF906OCJ,narrowPeak,E2F8 TF ChIP-seq on human MCF-7,5748009,efaa35d4726b762a0fdfc8da92f1625e
encode_12091,ENCFF516BGW.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,E2F8,ENCODE,ENCFF516BGW,narrowPeak,E2F8 TF ChIP-seq on human MCF-7,6779009,f7595724c51213a9213221c0ba27913d
encode_12092,ENCFF072VGV.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,E2F8,ENCODE,ENCFF072VGV,narrowPeak,E2F8 TF ChIP-seq on human MCF-7,46328,cd9329f8f19922f01ce01cc2a1843f28
encode_12093,ENCFF465YLK.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,E2F8,ENCODE,ENCFF465YLK,narrowPeak,E2F8 TF ChIP-seq on human MCF-7,5892160,83c510ee4dc55775bcd8442d85ff2338
encode_12094,ENCFF779WEL.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,E2F8,ENCODE,ENCFF779WEL,narrowPeak,E2F8 TF ChIP-seq on human MCF-7,29772,af4389b5c11516bff3023635b4fcdc02
encode_12095,ENCFF642MMV.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,IRF5,ENCODE,ENCFF642MMV,narrowPeak,IRF5 TF ChIP-seq on human GM12878,6899575,39a4eff7ca7bcfd84ad246fe3c2f772c
encode_12096,ENCFF034IME.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,IRF5,ENCODE,ENCFF034IME,narrowPeak,IRF5 TF ChIP-seq on human GM12878,5644244,b63e437ccb8abf0a17c448f7673ea68a
encode_12097,ENCFF561KXA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,IRF5,ENCODE,ENCFF561KXA,narrowPeak,IRF5 TF ChIP-seq on human GM12878,5629427,b74a4b7fe73669576b06e165546ce3d9
encode_12098,ENCFF207EGF.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,IRF5,ENCODE,ENCFF207EGF,narrowPeak,IRF5 TF ChIP-seq on human GM12878,31600,a50f601254fd565b306b928dd9ebef33
encode_12099,ENCFF843HDK.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,IRF5,ENCODE,ENCFF843HDK,narrowPeak,IRF5 TF ChIP-seq on human GM12878,53380,b7dff6bfb7420ebd71b61f45a2bec7da
encode_12100,ENCFF356LKG.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,CREB1,ENCODE,ENCFF356LKG,narrowPeak,CREB1 TF ChIP-seq on human MCF-7,636141,02d1401fef97cac745e54e747c5f9791
encode_12101,ENCFF901ZBM.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,CREB1,ENCODE,ENCFF901ZBM,narrowPeak,CREB1 TF ChIP-seq on human MCF-7,6856458,791e347ecf3eadc90e4a7617e5023d93
encode_12102,ENCFF949ZLO.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,CREB1,ENCODE,ENCFF949ZLO,narrowPeak,CREB1 TF ChIP-seq on human MCF-7,6721899,99683c3ce68c8ffe61ca50582065a5e6
encode_12103,ENCFF495PCJ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,CREB1,ENCODE,ENCFF495PCJ,narrowPeak,CREB1 TF ChIP-seq on human MCF-7,889650,53420725ad23854ffa20afec21e06d8f
encode_12104,ENCFF466AJA.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,CREB1,ENCODE,ENCFF466AJA,narrowPeak,CREB1 TF ChIP-seq on human MCF-7,7253414,4b58d0fa2e5b301af8ec575e30569fe4
encode_12105,ENCFF369RBP.bed.gz,hg38,Homo sapiens,9606,eCLIP,K562,EIF3G,ENCODE,ENCFF369RBP,narrowPeak,EIF3G eCLIP on human K562,263009,35a7f4934378ae10c343b73686b8c999
encode_12106,ENCFF388GZP.bed.gz,hg38,Homo sapiens,9606,eCLIP,K562,EIF3G,ENCODE,ENCFF388GZP,narrowPeak,EIF3G eCLIP on human K562,580450,abe15dc45b9f8acba3367d6750419622
encode_12107,ENCFF634UAC.bed.gz,hg38,Homo sapiens,9606,eCLIP,K562,EIF3G,ENCODE,ENCFF634UAC,narrowPeak,EIF3G eCLIP on human K562,7435,574519040cf82abb826c372380b03a9f
encode_12108,ENCFF654KJD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,ZSCAN26,ENCODE,ENCFF654KJD,narrowPeak,ZSCAN26 TF ChIP-seq on human HEK293,6534212,c399d67dc87ee2550cafc3398994b036
encode_12109,ENCFF567RLB.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,ZSCAN26,ENCODE,ENCFF567RLB,narrowPeak,ZSCAN26 TF ChIP-seq on human HEK293,32096,ddf9ea03d91cd6db1a53f7cbc301c161
encode_12110,ENCFF500ABD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,ZSCAN26,ENCODE,ENCFF500ABD,narrowPeak,ZSCAN26 TF ChIP-seq on human HEK293,51879,e71f7f3c4ae3e6e672b2af7c3deed0b7
encode_12111,ENCFF873WUY.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,ZSCAN26,ENCODE,ENCFF873WUY,narrowPeak,ZSCAN26 TF ChIP-seq on human HEK293,6741948,aa09ff1649fdd10dcb9a2881b77ecc5c
encode_12112,ENCFF437GUI.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,HEK293,ZSCAN26,ENCODE,ENCFF437GUI,narrowPeak,ZSCAN26 TF ChIP-seq on human HEK293,7333471,beb92c00fd5aa86a15190deaa997cff2
encode_12113,ENCFF919VYN.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,NONO,ENCODE,ENCFF919VYN,narrowPeak,NONO TF ChIP-seq on human MCF-7,5962717,bf6f738868e7d93d5cbb58123ac692e5
encode_12114,ENCFF147RDL.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,NONO,ENCODE,ENCFF147RDL,narrowPeak,NONO TF ChIP-seq on human MCF-7,6992635,a479fd5716c7c4fa2d1db0746a1756bb
encode_12115,ENCFF647TZD.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,NONO,ENCODE,ENCFF647TZD,narrowPeak,NONO TF ChIP-seq on human MCF-7,36117,53c7ecabc7a8cc03a34a68c16140ed04
encode_12116,ENCFF215EBP.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,NONO,ENCODE,ENCFF215EBP,narrowPeak,NONO TF ChIP-seq on human MCF-7,5663061,9d07db96d1bec6a8fae707308843b2fa
encode_12117,ENCFF800CDQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,MCF-7,NONO,ENCODE,ENCFF800CDQ,narrowPeak,NONO TF ChIP-seq on human MCF-7,76517,dcea827fedd6d3a46e4f285a745bfd9a
encode_12118,ENCFF758VEQ.bed.gz,hg38,Homo sapiens,9606,TF ChIP-seq,GM12878,ZBTB40,ENCODE,ENCFF758VEQ,narrowPeak,ZBTB40 TF ChIP-seq on human GM12878,6918198,3c3c1bdee97ffd1da05b66933ffb593e
